"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-06-26;2026-07-30
"Rango de fecha de vigencia";2026-06-29;2026-07-31
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";"Fecha de vigencia";"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-07-09;2026-07-10;10,1000;4;174.304;3;527.840;-;-;1;36.232;-;-;-;-;84;405.809;1;100.000;4;1.600.660;-;-;4;570;-;-;2;41.743;80;59.816;183;2.946.974
2026-07-09;2026-07-10;10,1500;4;566.740;-;-;-;-;-;-;-;-;-;-;-;-;2;252.327;-;-;-;-;-;-;-;-;-;-;-;-;6;819.067
2026-07-09;2026-07-10;10,1600;-;-;2;251.336;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;251.336
2026-07-09;2026-07-10;10,1700;-;-;-;-;-;-;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000
2026-07-09;2026-07-10;10,1800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;299.905;-;-;1;299.905
2026-07-09;2026-07-10;10,1810;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;300.000;-;-;1;300.000
2026-07-09;2026-07-10;10,1900;-;-;1;5.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.000
2026-07-09;2026-07-10;10,2000;-;-;1;15.850;-;-;1;70.000;-;-;-;-;2;200.000;-;-;-;-;-;-;-;-;-;-;1;11.429;-;-;5;297.279
2026-07-09;2026-07-10;10,2200;1;189.280;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;189.280
2026-07-09;2026-07-10;10,2300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.499.975;-;-;-;-;-;-;-;-;-;-;1;1.499.975
2026-07-09;2026-07-10;10,2500;2;1.195.675;1;200.000;-;-;1;74.000;-;-;-;-;-;-;20;459.053;-;-;-;-;-;-;-;-;-;-;-;-;24;1.928.728
2026-07-09;2026-07-10;10,2530;-;-;-;-;-;-;-;-;-;-;-;-;1;1.500.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.500.000
2026-07-09;2026-07-10;10,2550;-;-;1;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000
2026-07-09;2026-07-10;10,2600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3.008.543;-;-;-;-;-;-;-;-;-;-;-;-;1;3.008.543
2026-07-09;2026-07-10;10,2700;-;-;4;480.000;-;-;1;30.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;510.000
2026-07-09;2026-07-10;10,2800;1;600.000;-;-;-;-;1;400.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1.000.000
2026-07-09;2026-07-10;10,3000;1;1.000.000;2;1.000.619;-;-;-;-;-;-;-;-;1;200.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2.200.619
2026-07-09;2026-07-10;10,3300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3.000.128;-;-;-;-;-;-;-;-;-;-;-;-;1;3.000.128
2026-07-09;2026-07-10;10,3400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2.500.000;-;-;-;-;-;-;-;-;-;-;-;-;2;2.500.000
2026-07-09;2026-07-10;10,3800;-;-;1;938.394;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;938.394
2026-07-09;2026-07-10;10,4000;-;-;1;350.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;350.000
2026-07-09;2026-07-10;10,4500;-;-;-;-;-;-;-;-;-;-;-;-;1;505.669;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;505.669
2026-07-09;2026-07-10;10,4700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;479.810;-;-;2;479.810
2026-07-09;2026-07-10;10,4900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;300.000;-;-;2;300.000
2026-07-09;2026-07-10;10,5000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;99.880;-;-;1;99.880
2026-07-09;2026-07-10;10,5500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;47;-;-;-;-;-;-;-;-;1;499.905;-;-;2;499.952
2026-07-09;2026-07-10;TOTAL;50;3.902.015;54;5.187.313;8;2.932;37;724.752;14;31.651;2;1.814;277;4.104.284;133;9.884.451;214;3.667.634;15;70.219;4;570;1;10;41;2.131.145;80;59.816;930;29.768.606
2026-07-09;2026-07-10;TCO;10,23;;10,26;;10,00;;10,24;;10,00;;7,50;;10,13;;10,28;;10,14;;10,00;;10,10;;9,70;;10,38;;10,10;;10,24;

2026-07-10;2026-07-13;9,6000;-;-;-;-;-;-;-;-;-;-;-;-;1;1.652;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.652
2026-07-10;2026-07-13;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;22.232;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;22.232
2026-07-10;2026-07-13;9,7000;-;-;-;-;-;-;-;-;-;-;-;-;2;5.547;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5.547
2026-07-10;2026-07-13;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;2;274.449;-;-;-;-;-;-;-;-;-;-;21;2.398;-;-;23;276.847
2026-07-10;2026-07-13;9,8400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;112;-;-;-;-;2;112
2026-07-10;2026-07-13;9,8500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;400;-;-;1;400
2026-07-10;2026-07-13;9,9000;10;56.371;-;-;-;-;-;-;-;-;-;-;3;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;56.384
2026-07-10;2026-07-13;9,9500;4;4.686;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4.686
2026-07-10;2026-07-13;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;56.285;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;56.285
2026-07-10;2026-07-13;10,0400;-;-;-;-;-;-;-;-;-;-;-;-;162;92.859;190;57.504;-;-;-;-;-;-;-;-;-;-;-;-;352;150.364
2026-07-10;2026-07-13;10,1000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;9.500;-;-;-;-;-;-;-;-;-;-;2;9.500
2026-07-10;2026-07-13;10,1400;44;207.611;22;28.888;12;3.349;25;6.394;10;718;-;-;-;-;-;-;93;585.250;9;3.750;-;-;-;-;-;-;-;-;215;835.960
2026-07-10;2026-07-13;10,1500;-;-;1;29.950;-;-;1;500.000;-;-;-;-;1;199.948;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;729.898
2026-07-10;2026-07-13;10,1900;2;3.114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3.114
2026-07-10;2026-07-13;10,2000;-;-;1;50.000;-;-;-;-;1;4.267;-;-;29;979.049;-;-;1;3.499.955;-;-;-;-;-;-;3;59.904;-;-;35;4.593.175
2026-07-10;2026-07-13;10,2300;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;125;24.871;-;-;-;-;-;-;-;-;-;-;126;124.871
2026-07-10;2026-07-13;10,2400;4;48.871;2;47.498;4;1.841;-;-;-;-;2;431;39;401.960;13;267.274;1;450.000;-;-;1;68;-;-;1;25.376;80;339.509;147;1.582.829
2026-07-10;2026-07-13;10,2500;4;530.416;-;-;-;-;-;-;-;-;-;-;-;-;1;12.500;-;-;-;-;-;-;-;-;2;28.997;-;-;7;571.913
2026-07-10;2026-07-13;10,2580;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3.107.633;-;-;-;-;-;-;-;-;-;-;2;3.107.633
2026-07-10;2026-07-13;10,2700;-;-;-;-;-;-;-;-;-;-;1;48.440;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;48.440
2026-07-10;2026-07-13;10,2800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;29.300;-;-;-;-;-;-;-;-;-;-;-;-;1;29.300
2026-07-10;2026-07-13;10,2900;3;75.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.611.715;-;-;-;-;-;-;-;-;-;-;4;2.686.715
2026-07-10;2026-07-13;10,3000;4;2.257.939;-;-;-;-;-;-;-;-;-;-;1;150.970;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;2.408.909
2026-07-10;2026-07-13;10,3200;-;-;2;173.695;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;173.695
2026-07-10;2026-07-13;10,3300;2;13.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;13.000
2026-07-10;2026-07-13;10,3400;-;-;2;25.000;-;-;-;-;-;-;-;-;-;-;2;100.000;-;-;-;-;-;-;-;-;-;-;-;-;4;125.000
2026-07-10;2026-07-13;10,3500;2;176.010;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;13.413;-;-;3;189.423
2026-07-10;2026-07-13;10,3700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;99.887;-;-;1;99.887
2026-07-10;2026-07-13;10,3800;1;500.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;500.000
2026-07-10;2026-07-13;10,4000;4;1.379.406;1;99.930;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;39.905;-;-;6;1.519.241
2026-07-10;2026-07-13;10,4200;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000
2026-07-10;2026-07-13;10,4350;-;-;-;-;-;-;-;-;-;-;-;-;3;300.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;300.000
2026-07-10;2026-07-13;10,4500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;334.000;-;-;-;-;-;-;-;-;-;-;-;-;1;334.000
2026-07-10;2026-07-13;10,4800;1;698.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;698.000
2026-07-10;2026-07-13;10,5000;3;1.600.000;1;581.244;-;-;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;2.281.244
2026-07-10;2026-07-13;10,5200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000;-;-;1;1.000.000
2026-07-10;2026-07-13;10,5500;1;500.000;1;798.448;-;-;1;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1.795.393;-;-;5;4.093.841
2026-07-10;2026-07-13;10,6000;-;-;-;-;-;-;1;399.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;399.975
2026-07-10;2026-07-13;10,6200;-;-;1;4.000.000;-;-;-;-;-;-;-;-;1;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5.000.000
2026-07-10;2026-07-13;10,6400;-;-;-;-;-;-;1;1.800.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.800.000
2026-07-10;2026-07-13;10,6900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;56;-;-;-;-;-;-;-;-;-;-;-;-;1;56
2026-07-10;2026-07-13;10,7100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;499.965;-;-;2;499.965
2026-07-10;2026-07-13;10,7500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;449.880;-;-;1;449.880
2026-07-10;2026-07-13;TOTAL;91;8.250.425;34;5.834.653;16;5.190;30;3.806.369;11;4.985;3;48.871;246;3.484.965;209;800.634;225;10.288.924;9;3.750;1;68;2;112;37;4.015.518;80;339.509;994;36.883.973
2026-07-10;2026-07-13;TCO;10,38;;10,57;;10,18;;10,54;;10,19;;10,27;;10,30;;10,33;;10,24;;10,14;;10,24;;9,84;;10,57;;10,24;;10,40;

2026-07-13;2026-07-14;9,6000;-;-;-;-;-;-;-;-;-;-;-;-;1;440;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;440
2026-07-13;2026-07-14;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;43.924;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;43.924
2026-07-13;2026-07-14;9,7000;-;-;-;-;-;-;-;-;-;-;-;-;1;2.755;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.755
